Average.Position.Y.156:                    -10.31
Average.Position.Z.156:                    31.27
Average.Position.X.157:                    -26.18
Average.Position.Y.157:                    -17.19
Average.Position.Z.157:                    31.3
Average.Position.X.158:                    -26.36
Average.Position.Y.158:                    -23.95
Average.Position.Z.158:                    31.33
Average.Position.X.159:                    -17.15
Average.Position.Y.159:                    -26.25
Average.Position.Z.159:                    31.28
Average.Position.X.160:                    -10.35
Average.Position.Y.160:                    -29.8
Average.Position.Z.160:                    31.3
Average.Position.X.161:                    -3.47
Average.Position.Y.161:                    -31.29
Average.Position.Z.161:                    31.29
Average.Position.X.162:                    19.11
Average.Position.Y.162:                    -25.78
Average.Position.Z.162:                    41.35
Average.Position.X.163:                    25.77
Average.Position.Y.163:                    -19.03
Average.Position.Z.163:                    41.39
Average.Position.X.164:                    25.77
Average.Position.Y.164:                    19.03
Average.Position.Z.164:                    41.47
Average.Position.X.165:                    19.07
Average.Position.Y.165:                    25.74
Average.Position.Z.165:                    41.51
Average.Position.X.166:                    -19.08
Average.Position.Y.166:                    25.76
Average.Position.Z.166:                    41.42
Average.Position.X.167:                    -25.79
Average.Position.Y.167:                    19.01
Average.Position.Z.167:                    41.44
Average.Position.X.168:                    -25.77
Average.Position.Y.168:                    -19.03
Average.Position.Z.168:                    41.37
Average.Position.X.169:                    -19.04
Average.Position.Y.169:                    -25.79
Average.Position.Z.169:                    41.41
Average.Position.X.170:                    4.38
Average.Position.Y.170:                    -27.15
Average.Position.Z.170:                    41.29
Average.Position.X.171:                    12.23
Average.Position.Y.171:                    -26.02
Average.Position.Z.171:                    40.63
Average.Position.X.172:                    19.17
Average.Position.Y.172:                    -19.13
Average.Position.Z.172:                    40.54
Average.Position.X.173:                    26.0
Average.Position.Y.173:                    -12.24
Average.Position.Z.173:                    40.6
Average.Position.X.174:                    27.14
Average.Position.Y.174:                    -4.39
Average.Position.Z.174:                    41.3
Average.Position.X.175:                    27.13
Average.Position.Y.175:                    4.4
Average.Position.Z.175:                    41.17
Average.Position.X.176:                    26.02
Average.Position.Y.176:                    12.22
Average.Position.Z.176:                    40.59
Average.Position.X.177:                    19.12
Average.Position.Y.177:                    19.16
Average.Position.Z.177:                    40.52
Average.Position.X.178:                    12.2
Average.Position.Y.178:                    26.01
